O,V
36077,0
36322,0
36068,0
36984,0
36009,0
35860,0
36036,0
36005,0
37003,0
36071,1
37020,0
35994,0
35854,0
36658,0
36459,0
36035,32
36225,0
36771,0
35900,0
36768,5
36830,0
36365,0
36745,0
36040,0
36643,0
36832,0
36152,0
36452,0
36313,8
36873,0
36433,0
36107,0
36523,0
36848,0
36032,0
36265,0
36144,0
37039,0
36568,0
36982,0
37386,1
37137,1
37855,2
37430,2
37900,1
37838,1
37894,1
37256,1
37313,1
37627,1
37278,3
37603,2
37098,2
37587,2
37680,2
37623,1
37448,3
37228,1
37106,2
37937,2
37893,2
37204,1
37739,2
37854,2
37668,2
37835,2
37371,1
37138,2
37655,1
37469,3
37861,1
37096,1
37718,1
37122,2
37393,2
37634,2
37352,2
37631,1
37983,2
37908,2
37180,2
37535,1
37307,2
37144,0
37662,0
37235,0
37353,0
37912,0
37415,0
37219,0
37944,0
37167,0
37056,8
37189,0
37165,1
37967,0
37223,1
37980,0
37153,0
37049,1
37532,1
37188,14
37346,0
37089,0
37764,5
37812,0
37850,0
37583,0
37457,0
37829,0
37750,0
37186,0
37379,0
37277,0
37998,0
37191,0
37618,0
37942,0
37814,0
37285,0
37526,0
38409,1
38122,2
38953,3
38464,2
38934,2
39003,1
38193,2
38263,1
38325,2
38691,1
38285,3
38660,2
38068,1
38637,3
38756,5
38684,2
38481,2
38232,1
38084,2
39051,2
38999,2
38203,1
38824,2
38952,3
38741,1
38931,2
38391,1
38123,2
38726,2
38505,2
38963,1
38067,2
38800,1
38104,1
38415,2
38700,2
38369,2
38697,1
39099,1
39020,2
38170,2
38577,1
38321,5
38128,0
38876,0
38329,0
38435,0
38734,0
38240,0
38715,0
38258,10
38370,0
39024,1
38449,0
38217,1
39057,0
38016,0
38182,0
38151,0
39079,0
38220,0
39095,0
38140,0
38010,1
38760,0
38574,0
38181,0
38363,0
38858,0
38053,0
38856,5
38910,0
38949,0
38549,0
38249,0
38633,0
38489,0
38926,0
38836,0
38179,0
38401,0
38284,0
39113,0
38187,0
38679,0
39055,0
38746,0
38912,0
38293,0
38566,0
38441,0
39533,2
40118,2
40170,1
40098,1
40160,2
39386,1
39449,1
39610,2
39350,2
40220,1
40156,2
40117,3
39975,2
39884,1
39515,2
39863,2
39635,1
40126,2
39181,2
39951,2
39218,2
39288,1
39240,1
39592,2
39310,2
39826,1
39406,4
39795,1
39183,2
39774,3
39899,3
39819,3
39195,2
39321,2
40095,1
39241,1
39540,2
39834,3
39491,1
39831,2
40263,1
40182,2
39711,2
39443,1
39246,0
40035,0
39453,0
39562,0
39874,0
39360,0
39850,0
39380,0
39492,0
40186,1
39342,0
39579,0
39334,0
40227,0
39274,0
39130,0
39302,0
39270,0
40245,0
39337,0
40260,0
39260,0
39124,0
39904,0
39708,1
39301,34
39485,0
40013,0
39169,0
40070,0
40113,0
39369,0
39770,0
39620,0
40088,0
39988,0
39298,0
39525,0
39405,0
40279,0
39306,0
39814,0
40224,0
39889,0
40072,0
39412,0
39702,0
39570,0
41040,2
41043,2
41142,1
41008,2
41125,2
40767,1
40887,1
41189,2
40697,1
41219,1
41118,2
41039,2
40759,1
40598,1
41001,1
40558,1
41239,2
41056,3
40403,2
40718,1
40469,3
40586,2
40504,1
40625,1
40795,3
40435,2
40407,2
40383,2
40627,2
40482,2
40424,3
40647,1
40997,1
40507,2
41048,2
40506,2
40956,1
40503,2
41313,2
41161,2
41358,2
40867,4
40521,0
40881,0
40892,0
41090,0
40577,0
40713,0
40534,0
40760,0
40958,0
41167,0
40684,0
41113,0
40664,0
41232,0
40564,0
40313,0
40611,0
40559,0
41269,0
40673,0
40543,0
40299,0
40634,0
41354,0
40610,38
40947,0
40846,0
40389,1
40844,5
40957,0
41036,0
41323,0
40736,0
40378,0
41212,0
40987,0
40792,0
40602,0
41021,0
40794,0
41361,0
40621,0
40467,0
41227,0
40606,0
40961,0
40806,0
41340,0
41095,0
41798,0
42421,0
42478,0
42400,0
42468,0
41641,0
41709,0
41879,0
41607,0
42527,0
42464,0
42420,0
42270,0
42171,0
41780,0
42152,0
41906,0
42429,0
41435,0
42245,0
41475,0
41544,0
41495,0
41859,0
41566,0
42114,0
41662,0
42080,0
41437,0
42058,0
42188,0
42106,0
41449,0
41577,0
42396,0
41496,0
41805,0
42123,0
41753,0
42120,0
42574,0
42490,0
41994,0
41702,0
41503,0
42336,0
41713,0
41829,0
42163,0
41616,0
42139,0
41636,0
41754,0
42494,1
41600,0
41845,0
41591,1
42534,0
41531,1
41381,0
41559,0
41527,0
42553,0
41594,0
42571,0
41516,0
41375,0
42192,0
41991,1
41558,31
41747,0
42310,0
41420,0
42307,6
42372,0
41890,0
42285,0
41562,0
42178,0
42374,0
41670,0
41981,0
41836,0
42416,0
41962,0
41626,0
42054,0
42388,0
41555,0
41790,0
41661,0
42592,0
42101,0
42531,0
43028,0
43646,0
43702,0
43625,0
43692,0
42870,0
42938,0
43110,0
42836,0
43752,0
43688,0
43645,0
43498,0
43399,0
43009,0
43380,0
43137,0
43654,0
42665,0
43474,0
42704,0
42772,0
42723,0
43090,0
42794,0
43342,0
43309,0
42667,0
43287,0
43416,0
43334,0
42679,0
42805,0
43621,0
42724,0
43035,0
43351,0
42981,0
43348,0
43799,0
43714,0
43223,0
42931,0
42731,0
43561,0
42942,0
43059,0
43391,0
42845,0
43367,0
42865,0
42982,0
43718,0
42828,0
43076,0
42819,0
43759,0
42759,0
42612,0
42787,0
42755,1
43778,0
42822,0
43796,0
42744,0
42606,1
43421,0
43220,0
42786,0
42976,0
43535,0
42651,9
43532,6
43598,0
43121,0
43512,0
42790,0
43406,0
43600,0
42899,0
43211,0
43067,0
43641,0
43192,0
42855,0
43283,0
43613,0
42783,0
43019,0
42890,0
43817,0
43329,0
43756,0
44177,0
44678,0
44721,0
44661,0
44715,0
44042,0
44102,0
44244,0
44013,0
44758,0
44713,0
44677,0
44553,0
44479,0
44162,0
44466,0
44266,0
44683,0
43873,0
44532,0
43901,0
43961,0
43917,0
44224,0
43977,0
44435,0
44064,0
44410,0
43875,0
44392,0
44491,0
44431,0
43883,0
43987,0
44658,0
43918,0
44184,0
44443,0
44142,0
44440,0
44807,0
44729,0
44337,0
44096,0
43923,0
44473,0
44020,0
44143,0
44733,0
44208,0
44002,0
44766,1
43948,0
43834,0
43971,0
43946,0
44789,0
44006,0
44804,1
43934,0
43827,0
44334,1
43970,32
44136,0
43866,2
44580,5
44634,0
44673,0
44388,0
44254,0
44651,0
44565,0
43968,0
44171,0
44063,0
44823,0
43973,0
44426,0
44763,0
44636,0
44071,0
44327,0
45243,0
45815,0
45872,0
45795,0
45864,0
45090,0
45156,0
45318,0
45059,0
45916,0
45860,0
45814,0
45674,0
45588,0
45226,0
45572,0
45344,0
45824,0
44892,0
45651,0
44931,0
44996,0
44947,0
45299,0
45019,0
45538,0
45112,0
45507,0
44894,0
45482,0
45603,0
45531,0
44909,0
45030,0
45792,0
44948,0
45249,0
45547,0
45201,0
45544,0
45969,0
45883,0
45422,0
45150,0
44952,0
45735,0
45160,0
45268,0
45580,0
45067,0
45562,0
45085,1
45085,0
45202,0
45887,0
45284,0
45044,1
45923,0
44980,0
44842,0
45008,0
44977,0
45946,3
45047,0
45965,0
44965,0
44836,0
45607,0
45419,1
45007,29
45195,0
45712,0
44878,0
45709,5
45771,0
45811,0
45392,0
45076,0
45478,0
45328,0
45786,0
45687,0
45005,0
45236,0
45111,0
45983,0
45013,0
45526,0
45919,0
45594,0
45773,0
45121,0
45410,0
45275,0
46411,0
47018,0
47073,0
46999,0
47064,0
46322,0
46489,0
46222,0
47122,0
47060,0
47017,0
46874,0
46777,0
46391,0
46757,0
46514,0
47026,0
46052,0
46849,0
46091,0
46159,0
46111,0
46471,0
46181,0
46720,0
46276,0
46686,0
46054,0
46663,0
46794,0
46712,0
46066,0
46192,0
46995,0
46112,0
46418,0
46729,0
46365,0
46726,0
47168,0
47084,0
46600,0
46315,0
46118,0
46936,0
46326,0
46441,0
46768,0
46230,0
46744,1
46250,0
46366,0
47088,1
46214,0
46458,0
46205,0
47129,0
46145,0
46000,0
46174,0
46141,1
47147,0
46208,0
47165,0
46131,0
45994,1
46799,0
46597,0
46173,32
46359,0
46911,0
46039,0
46908,7
46971,0
47013,0
46240,0
46659,0
46500,0
46987,0
46887,0
46170,0
46402,0
46275,0
47185,0
46177,0
46707,0
47126,0
46784,0
46973,0
46283,0
46587,0
46449,0
47606,0
48153,0
48201,0
48134,0
48192,0
47457,0
47523,0
47676,0
47426,0
48251,0
48188,0
48152,0
48017,0
47932,0
47588,0
47914,0
47700,0
48158,0
47253,0
47994,0
47294,0
47363,0
47313,0
47659,0
47384,0
47883,0
47476,0
47852,0
47255,0
47833,0
47947,0
47267,0
47394,0
48130,0
47314,0
47612,0
47567,0
47889,0
48292,0
48213,0
47776,0
47515,0
47320,0
48069,0
47527,0
47630,0
47924,0
47434,0
47904,0
47453,0
47568,0
48217,1
47418,0
47645,0
47408,0
48257,0
47349,1
47203,0
47378,0
47345,0
48273,0
47411,0
47334,0
47197,1
47950,0
47773,1
47377,12
47560,0
48047,0
47242,0
48104,0
48149,0
47751,0
47443,0
47829,0
47685,0
48122,0
48026,0
47374,0
47598,0
47475,0
48306,0
47381,0
47873,0
48254,0
47937,0
48107,0
47483,0
47767,0
47636,0
48726,0
49287,0
49342,0
49267,0
49331,0
48575,0
48643,0
48797,0
48543,0
49391,2
49327,0
49286,0
49146,0
49060,0
48708,0
49043,0
48819,0
49292,0
48374,0
49120,0
48413,0
48482,0
48430,0
48780,0
48502,0
49012,0
48595,0
48980,0
48377,0
48959,0
49076,0
48388,0
48512,0
49263,0
48431,0
48732,0
49020,0
48686,0
49018,0
49434,0
49354,0
48900,0
48635,0
48438,0
49204,0
48647,0
48752,0
49052,0
48552,0
49033,1
48571,0
48687,0
49358,0
48535,1
48766,0
48526,0
49398,1
48469,1
48327,0
48496,0
48465,1
49414,0
48529,0
48453,0
48320,0
49079,0
48896,1
48495,26
48681,0
49180,0
48364,0
49177,6
49239,0
49283,0
48561,0
48955,0
48805,0
49255,0
49159,0
48492,0
48718,0
48594,0
49448,0
48499,0
48999,0
49394,0
49065,0
49241,0
48602,0
48886,0
48758,0
49484,0
49507,0
49525,0
49551,0
49515,0
49476,0
49597,0
49482,0
49485,0
49586,0
49506,0
49563,0
49526,0
49557,0
49600,0
49594,0
49502,0
50027,0
50627,0
50687,0
50607,0
50680,0
49938,0
50114,0
49829,0
50747,0
50675,0
50625,0
50485,0
50395,0
50010,0
50379,0
50134,0
50638,0
49662,0
50463,0
49703,0
49771,0
49725,0
50093,0
49792,0
50336,0
49890,0
50307,0
49664,0
50274,0
50410,0
50330,0
49674,0
49804,0
50603,0
49726,0
50032,0
50347,0
49980,0
50344,0
50804,0
50700,0
50211,0
49930,0
49734,0
50542,0
49942,0
50060,0
50388,0
49837,0
50367,0
49862,0
49982,0
50704,0
49822,1
50079,0
49814,0
50758,0
49763,0
49616,0
49784,0
49758,0
50778,0
49817,1
50800,0
49745,0
49610,0
50414,0
50209,1
49782,20
49973,0
50524,0
49649,0
50521,6
50576,0
50622,0
50179,0
50270,0
50124,0
50597,0
50499,0
49779,0
50020,0
49889,0
50819,0
49789,0
50323,0
50753,0
50400,0
50578,0
49898,0
50199,0
50067,0
51220,0
51763,0
51819,0
51744,0
51811,0
51071,0
51133,0
51297,0
51038,0
51872,2
51806,0
51760,0
51627,0
51548,0
51207,0
51536,0
51317,0
51772,0
50880,0
51606,0
50915,0
50983,0
50936,0
51278,0
51001,0
51497,0
51092,0
51471,0
50882,0
51445,0
51561,0
51491,0
50889,0
51013,0
51742,0
50937,0
51225,0
51508,0
51177,0
51505,0
51921,0
51830,0
51386,0
51128,0
50942,0
51682,0
51136,0
51248,0
51543,0
51045,0
51524,0
51067,0
51179,0
51835,0
51261,0
51024,1
51879,0
50976,0
50837,0
50995,0
50974,0
51897,0
51027,0
51918,0
50955,0
50831,0
51384,0
50993,0
51169,0
51663,0
50869,0
51660,5
51715,0
51757,0
51441,0
51307,0
51736,0
51640,0
50991,0
51214,0
51090,0
51937,0
50998,0
51487,0
51877,0
51554,0
51718,0
51375,0
52356,0
52945,0
53002,0
52929,0
52995,0
52203,0
52269,0
52440,0
52165,0
53056,0
52988,0
52943,0
52811,0
52727,0
52342,0
52709,0
52463,0
52955,0
52003,0
52789,0
52041,0
52109,0
52066,0
52421,0
52129,0
52668,0
52227,0
52636,0
52005,0
52606,0
52741,0
52662,0
52013,0
52140,0
52926,0
52067,0
52361,0
52679,0
52313,0
52676,0
53107,0
53013,0
52542,0
52262,0
52072,0
52867,0
52274,0
52388,0
52719,0
52174,0
52699,0
52198,0
52315,0
53017,1
52407,0
53064,0
52101,1
51958,0
52121,0
52097,0
53083,0
52154,0
53103,0
52084,0
51953,1
52744,0
52540,0
52119,0
52306,0
52851,0
51991,0
52848,5
52902,0
52940,0
52507,0
52602,0
52451,0
52920,0
52825,0
52117,0
52350,0
52226,0
53125,0
52126,0
52656,0
53062,0
52732,0
52904,0
52233,0
52531,0
52394,0
53545,0
54134,0
54194,0
54118,0
54186,0
53387,0
53457,0
53629,0
53350,0
54251,0
54181,0
54133,0
54000,0
53912,0
53895,0
54145,0
53186,0
53978,0
53226,0
53290,0
53245,0
53610,0
53311,0
53853,0
53408,0
53820,0
53188,0
53788,0
53927,0
53847,0
53199,0
53324,0
54114,0
53246,0
53550,0
53865,0
53500,0
53862,0
54304,0
54206,0
53725,0
53449,0
53253,0
54058,0
53461,0
53578,0
53904,0
53358,0
53884,1
53381,1
53381,0
53502,0
54210,0
53344,0
53597,0
53334,0
54260,0
53284,0
53144,0
53303,0
53279,0
54280,0
53337,0
54300,0
53265,0
53139,0
53931,0
53723,1
53301,20
53493,0
54040,0
53175,4
54037,5
54090,0
54130,0
53694,0
53784,0
53638,0
54109,0
54014,0
53298,0
53538,0
53407,0
54321,0
53308,0
53840,0
54256,0
53917,0
54092,0
53415,0
53713,0
53585,0
54737,0
55332,0
55393,0
55314,0
55384,0
54579,0
54647,0
54824,0
54542,0
55449,0
55379,0
55331,0
55190,0
55101,0
54720,0
55084,0
54844,0
55343,0
54381,0
55168,0
54419,0
54483,0
54437,0
54804,0
54504,0
55042,0
54601,0
55013,0
54383,0
54978,0
55116,0
54392,0
54515,0
55310,0
54438,0
54742,0
55054,0
54691,0
55051,0
55498,0
55404,0
54919,0
54639,0
54446,0
55250,0
54651,0
54772,0
55093,0
54550,0
55072,0
54574,1
54574,0
54693,0
55408,0
54535,0
54791,0
54525,0
55456,0
54476,1
54339,0
54496,0
54471,1
55475,0
54528,0
55494,0
54458,0
54334,0
55120,0
54916,0
54494,0
54683,0
55229,0
54370,0
55226,5
55285,0
55328,0
54887,0
54974,0
54833,0
55305,0
55204,0
54491,0
54730,0
54600,0
55514,0
54501,0
55030,0
55453,0
55106,0
55288,0
54610,0
54907,0
54778,0
55933,0
56544,0
56606,0
56526,0
56598,0
55773,0
55840,0
56021,0
55738,0
56664,0
56593,0
56542,0
56402,0
56308,0
55914,0
56291,0
56041,0
56556,0
55575,0
56380,0
55611,0
55678,0
55632,0
56000,0
55699,0
56248,0
55795,0
56220,0
55577,0
56183,0
56323,0
56242,0
55585,0
55710,0
56522,0
55633,0
55938,0
56260,0
55883,0
56257,0
56719,0
56618,0
55832,0
55642,0
55844,0
55966,0
56300,0
55746,0
56279,0
55768,0
55885,0
56622,0
55731,0
55986,0
55721,0
56672,3
55671,1
55532,0
55691,0
55667,0
56694,0
55724,0
56715,0
55653,0
55527,0
56327,0
56119,1
55689,0
55875,0
56442,1
55563,0
56439,6
56497,0
56539,0
56088,0
56179,0
56030,0
56516,0
56417,0
55686,0
55925,0
55794,0
56735,0
55696,0
56236,0
56669,0
56313,0
56499,0
55803,0
56109,0
55973,0
57102,0
56847,0
57581,0
57151,0
57627,0
57563,0
57621,0
56905,0
56964,2
57025,0
57343,0
56985,0
57320,0
57295,0
57406,0
57336,0
57165,0
56936,0
56805,0
57616,0
56913,0
57465,0
57578,0
57561,0
57090,0
56848,0
57380,0
57181,0
57588,0
56797,0
57445,0
56830,0
57106,0
57354,0
57065,0
57351,0
57708,0
57637,0
56889,0
57236,0
57018,0
56853,0
57512,0
57127,0
57387,0
56943,0
57369,0
57067,0
57641,0
57139,0
56923,0
57674,0
56882,1
56752,0
56899,0
56880,0
56926,1
57704,0
56864,0
56746,0
57234,0
56897,38
57057,0
57495,0
56787,0
57492,5
57537,0
57575,0
57292,0
57173,0
57557,0
56896,0
57097,0
56983,0
57723,0
56902,0
57332,0
57673,0
57399,0
57540,0
57226,0
58101,0
57842,0
58603,0
58155,0
58649,0
58587,0
58643,0
57899,0
57963,0
58022,0
58366,0
57984,0
58340,0
58310,0
58436,0
58360,0
58171,0
57932,0
57796,0
58637,0
57909,0
58497,0
58600,0
58422,0
58584,0
58089,0
57843,0
58404,0
58190,0
58610,0
57787,0
58482,0
57820,0
58105,0
58377,0
58061,0
58374,0
58739,0
58659,0
57879,0
58255,0
58016,0
57848,0
58536,0
58025,0
58127,0
58413,0
57938,0
58395,0
58663,1
58143,0
57920,0
58702,0
57873,1
57741,0
57891,0
57871,1
58718,0
57923,2
58735,0
57858,0
57736,1
58439,0
58253,1
57889,32
58053,0
58524,1
57773,0
58522,6
58566,1
58597,0
58223,0
58308,0
58183,0
58580,0
58507,0
57888,0
58096,0
57983,0
58755,0
57897,0
58356,0
58700,0
58427,0
58567,0
57990,0
58244,0
58133,0
59168,0
59778,0
59841,0
59760,0
59833,0
59010,0
59077,0
59257,0
58974,0
59900,0
59828,0
59776,0
59642,0
59549,0
59150,0
59530,0
59278,0
59790,0
58817,0
59619,0
58849,0
58915,0
58870,0
59235,0
58935,0
59488,0
59033,0
59458,0
58819,0
59422,0
59564,0
59479,0
58826,0
58945,0
59756,0
58871,0
59173,0
59499,0
59120,0
59496,0
59949,0
59853,0
59359,0
59068,0
58879,0
59696,0
59081,0
59202,0
59542,0
58982,0
59518,0
59005,0
59122,0
59857,0
58967,0
59220,0
58956,0
59909,0
58906,1
58771,0
58928,0
58902,0
59928,0
58959,1
59945,0
58766,0
59568,0
59357,1
58926,0
59110,0
59680,0
58806,0
59730,0
59773,0
59327,0
59419,0
59266,0
59749,0
59658,0
58923,0
59160,0
59032,0
58932,0
59473,0
59906,0
59554,0
59733,0
59041,0
59347,0
59209,0
60387,0
60990,0
61050,0
60971,0
61043,0
60228,0
60296,0
60474,0
60190,0
61112,0
61038,0
60988,0
60854,0
60765,0
60369,0
60745,0
60496,0
61001,0
60025,0
60832,0
60061,0
60129,0
60082,0
60452,0
60149,0
60703,0
60251,0
60672,0
60027,0
60637,0
60780,0
60035,0
60160,0
60967,0
60083,0
60392,0
60714,0
60338,0
60711,0
61162,0
61062,0
60577,0
60287,0
60091,0
60908,0
60300,0
60420,0
60757,0
60198,0
60734,0
60223,0
60340,0
61066,1
60183,0
60438,0
60171,0
61121,0
60121,1
59979,0
60142,0
60116,0
61139,0
60174,0
61158,0
60101,0
59974,1
60784,0
60575,13
60140,7
60329,0
60892,0
60013,0
60889,7
60943,0
60985,0
60545,0
60634,0
60485,0
60962,0
60869,0
60137,0
60379,0
60250,0
61176,0
60146,0
60690,0
61118,0
60770,0
60946,0
60259,0
60566,0
60426,0
61602,0
62207,0
62268,0
62187,0
62260,0
61444,0
61513,0
61688,0
61407,0
62330,0
62255,0
62205,0
62072,0
61982,0
61585,0
61962,0
61711,0
62218,0
61240,0
62049,0
61277,0
61346,0
61666,0
61368,0
61920,0
61468,0
61888,0
61242,0
61854,0
61997,0
61912,0
61251,0
61379,0
62183,0
61299,0
61607,0
61931,0
61555,0
61928,0
62381,0
62280,0
61793,0
61504,0
61307,0
62126,0
61517,0
61634,0
61974,0
61415,0
61951,0
61439,0
61557,0
62285,0
61401,0
61652,0
61390,0
62339,0
61338,1
61194,0
61359,0
61333,0
62358,0
61393,0
62377,0
61318,0
61189,0
62001,0
61791,0
61357,0
61546,0
62110,0
61228,1
62107,6
62160,0
62202,0
61761,0
61851,0
61699,0
62178,0
62087,0
61354,0
61595,0
61467,0
62394,0
61364,0
61906,0
62336,0
61987,0
62162,0
61476,0
61781,0
61640,0
62818,0
63433,0
63493,0
63413,0
63486,0
62659,0
62728,0
62905,0
62622,0
63553,0
63482,0
63295,0
63204,0
62800,0
63183,0
62927,0
63444,0
62459,0
63274,0
62494,0
62560,0
62515,0
62884,0
62581,0
63141,0
62682,0
63109,0
62461,0
63074,0
63220,0
63133,0
62469,0
62592,0
63409,0
62516,0
62823,0
63152,0
62769,0
63149,0
63605,0
63011,0
62719,0
62524,0
63350,0
62732,0
62850,0
63196,0
62630,0
63173,2
62654,0
63508,1
62614,1
62869,0
62603,0
63562,0
62552,1
62413,1
62548,0
63582,0
62606,0
63601,0
62533,0
62408,0
63224,0
63009,0
62571,8
62760,0
63334,1
62447,2
63331,5
63384,0
63428,0
62978,1
63071,0
62916,0
63403,0
63310,0
62568,0
62810,0
62681,0
63618,0
62578,0
63127,0
63559,0
63209,0
63387,0
62690,0
62999,0
62857,0
64028,0
64630,0
64690,0
64611,0
64683,0
63872,0
63939,0
64120,0
63838,0
64750,0
64679,0
64628,0
64494,0
64011,0
64389,0
64140,0
64641,0
64472,0
63715,0
63782,0
63736,0
64097,0
64347,0
63894,0
64317,0
63683,0
64280,0
64422,0
64339,0
63691,0
63810,0
64607,0
63737,0
64033,0
64357,0
63981,0
64354,0
64798,0
64702,0
63931,0
63745,0
64548,0
63943,0
64063,0
64402,0
63845,0
64378,8
63867,0
63983,0
64707,1
63832,0
64082,0
63821,0
64759,0
63774,0
63637,2
63770,1
64777,0
63824,1
64795,0
63755,0
63632,1
64426,0
64216,1
63793,0
63972,0
64532,0
63669,0
64529,6
64583,0
64625,0
64185,0
64277,0
64131,0
64601,0
64507,0
63790,0
64021,0
63893,0
64811,0
63800,0
64333,0
64756,0
64412,0
64585,0
63902,0
64206,0
64070,0
65179,0
64924,0
65677,0
65231,0
65724,0
65660,0
65718,0
64984,0
65043,0
65105,0
65437,0
65067,0
65410,0
64874,0
65385,0
65501,0
65429,0
65246,0
65018,0
64879,0
65768,0
65712,0
64993,0
65562,0
65674,0
65486,0
65658,0
65168,0
64925,0
65474,0
65262,0
65684,0
64872,0
65540,0
64902,0
65184,0
65447,0
65143,0
65444,0
65812,0
65734,0
64967,0
65328,0
65100,0
64930,0
65605,0
65206,0
65481,0
65023,0
65463,0
65145,0
65738,0
65218,0
65003,3
65777,1
64959,0
64829,8
64978,0
64957,0
65006,1
65808,0
64941,0
64823,0
65326,0
64976,26
65136,0
65589,0
64862,1
65586,5
65634,0
65671,0
65382,0
65254,0
65653,0
64975,0
65174,0
65065,0
65826,0
64981,0
65424,0
65775,0
65493,0
65637,0
65317,0
66231,0
66790,0
66847,0
66774,0
66840,0
66084,0
66146,0
66310,0
66049,0
66901,11
66788,0
66665,0
66579,0
66218,0
66560,0
66329,0
66799,0
65895,0
66642,0
65926,0
65992,0
65948,0
66292,0
66011,0
66524,0
66105,0
66495,0
65897,0
66462,0
66592,0
66517,0
65904,0
66023,0
66771,0
65949,0
66236,0
66535,0
66189,0
66532,0
66945,0
66858,0
66400,0
66139,0
65954,0
66719,0
66150,0
66260,0
66570,0
66056,0
66553,0
66079,2
66191,0
66862,0
66278,0
66034,0
66910,0
65983,1
65849,0
66003,0
65979,0
66927,0
66037,0
66943,0
65965,0
65843,1
66596,0
66398,0
66001,0
66180,0
66703,0
65882,0
66701,5
66750,0
66785,0
66368,0
66459,0
66320,0
66765,0
66677,0
66000,0
66226,0
66104,0
66962,0
66008,0
66512,0
66908,0
66585,0
66751,0
66112,0
66389,0
66268,0
67393,0
68007,0
68070,0
67987,0
68063,0
67231,0
67302,0
67195,0
68132,4
68059,0
68005,0
67869,0
67776,0
67375,0
67756,0
67502,0
68019,0
67027,0
67846,0
67064,0
67132,0
67088,0
67459,0
67153,0
67714,0
67255,0
67682,0
67029,0
67646,0
67792,0
67705,0
67037,0
67164,0
67983,0
67089,0
67398,0
67725,0
67722,0
68182,0
68082,0
67292,0
67097,0
67925,0
67306,0
67425,0
67767,0
67202,0
67746,0
67226,1
67226,0
67346,0
68086,0
67187,0
67444,0
67175,0
68140,0
66982,2
67145,0
67120,0
68160,0
67178,0
68178,0
67106,0
66977,1
67796,0
67581,0
67143,0
67335,0
67908,0
67015,0
67905,5
67957,0
68002,0
67552,0
67643,0
67491,0
67977,0
67883,0
67140,0
67385,0
67254,0
68195,0
67150,0
67699,0
68137,0
67781,0
67960,0
67263,0
67572,0
67432,0
68591,0
69145,0
69195,0
69129,0
69186,0
68441,0
68510,0
68670,0
68410,0
69244,0
69183,0
69144,0
69017,0
68936,0
68571,0
68915,0
68695,0
69153,0
68256,0
68995,0
68292,0
68356,0
68310,0
68652,0
68374,0
68875,0
68463,0
68844,0
68259,0
68820,0
68954,0
68271,0
68385,0
69127,0
68311,0
68597,0
68885,0
68545,0
68883,0
69286,0
69204,0
68771,0
68499,0
68316,0
69066,0
68513,0
68624,0
68923,0
68418,0
68900,0
68439,0
68546,0
69207,0
68639,0
68395,0
69251,0
68344,0
68216,0
68364,0
68340,0
69265,0
68398,1
69282,0
68328,0
68211,1
68957,0
68767,0
68363,13
68539,0
69049,0
68247,0
69046,5
69102,0
69141,0
68744,0
68427,0
68682,0
68462,0
69299,0
68862,0
68943,0
69105,0
68472,0
68758,0
68631,0
69727,K7
70329,D28
70385,D32
70308,57
70375,A3
69578,D1
69640,H3A
69808,T11
69540,A49
70432,6
70371,32G
69920,D32
70328,56A
70186,15
70090,A9
69710,H15
70070,D28
69833,D43
70337,G10
69372,44I
70161,H5
69409,G8
69479,H17
69335,7
69446,14
69431,6
69788,D1
69501,4
70136,H9
70032,14
69598,58B
70003,H12
69374,B36
69616,A49
69979,D21
70106,G13
70026,G1B
69388,D60
70342,TBA
69511,D1
70305,48B
69432,4
69733,46A
70041,K9
69685,A1
70038,33
70477,D45
70398,12
69913,44F
69634,5
69438,--
70245,E10
69644,D9
69759,85
70081,80
69551,C94
70056,C18
69572,B14
69686,83
70402,A6
69534,B10
69774,D7
69525,58
70437,C19
69466,A12
69318,--
69493,--
69462,B5
70456,C9
69528,C18
70474,39
69452,B65
69312,C5
70109,9
69910,B5
69492,B9
69679,78A
70222,C27
69358,75B
70220,100
70280,C16
70926,H11B
71530,D28
71583,D32
71510,56A
71574,A3
70775,D1
70841,G1B
71008,T11
70737,A49
71631,6
71570,31A
71120,D32
71529,58B
71384,16
71290,A9
70907,H15
71270,D28
71034,D8
71538,G12
70565,44H
71361,G7
70603,H5
70674,H6
70528,7
70640,14
70625,5
70988,D21
70696,4
71336,H9
71232,14
70797,58B
71201,K7
70566,B33
70815,A49
71179,D11
71306,G5
71225,G14
70579,D60
71543,14
70706,D51
71507,47B
70626,6
70932,49A
71240,K13
70882,A1
71237,44
71675,D50
71596,16
71114,44I
70835,3
70632,15
71447,E6
70845,D13
70957,88
71281,92
70748,C83
71256,C23
70769,C17
70883,84
71600,A6
70729,B10
70974,D7
70720,58
71636,C26
70661,A10
70512,--
70688,--
70657,B5
71655,B11
70723,C12
71672,39
70646,B56
70506,C15
71310,9
71111,B6
70687,C8
70877,76B
71423,A12
70552,75B
71420,97
71482,C16
72038,L8
71789,12
71802,14
72507,D19
72082,D3
72552,D32
72490,57
72546,A3
71908,D2
71965,G1B
72352,H9
72279,14
71930,58B
72255,K5
71750,B35
71944,A49
72239,D25
72332,G9
72275,G20
72100,T11
71880,A49
71758,D60
72521,TBA
72589,4
72545,32H
71856,D17
72194,D32
72391,16
72506,57
72320,A9
72487,46A
72023,H15
71790,4
72307,D28
72121,D4
72513,G12
71748,44I
72370,H5
71774,G1B
72045,46B
